mmsi,name,year,gaps,flags,either_endpoint_inside_eez
740358000,CASTELO,2021,2,FLK,0
740358000,CASTELO,2022,2,FLK,0
740358000,CASTELO,2023,1,FLK,0
740358000,CASTELO,2026,1,FLK,0
412420341,HUAYING1,2017,1,CHN,0
412420341,HUAYING1,2021,2,CHN,0
412420341,HUAYING1,2022,3,CHN,0
412420341,HUAYING1,2025,1,CHN,1
701000865,BOUCINA,2017,1,ARG,1
701000865,BOUCINA,2021,1,ARG,1
701000865,BOUCINA,2024,1,ARG,1
701000865,BOUCINA,2026,1,ARG,1
416037900,KAO FENG NO.101,2017,3,TWN,0
416037900,KAO FENG NO.101,2018,2,TWN,0
412329687,LU QING YUAN YU 206,2017,19,CHN,0
412329687,LU QING YUAN YU 206,2018,63,CHN,0
412329687,LU QING YUAN YU 206,2019,8,CHN,0
412329687,LU QING YUAN YU 206,2020,5,CHN,0
412329687,LU QING YUAN YU 206,2022,4,CHN,0
701006405,PIONEROS,2017,1,ARG,1
701006405,PIONEROS,2026,1,ARG,1
701006043,STELLA MARIS I,2017,3,ARG,3
701006043,STELLA MARIS I,2018,64,ARG,64
701006043,STELLA MARIS I,2019,24,ARG,20
701006043,STELLA MARIS I,2020,1,ARG,1
701006043,STELLA MARIS I,2021,2,ARG,2
701000919,EMPESUR 3,2017,1,ARG,1
224506000,LOITADOR,2017,6,ESP,0
224506000,LOITADOR,2018,20,ESP,0
224506000,LOITADOR,2019,8,ESP,0
224506000,LOITADOR,2020,12,ESP,0
224506000,LOITADOR,2021,18,ESP,0
224506000,LOITADOR,2022,5,ESP,0
224506000,LOITADOR,2024,5,ESP,0
224506000,LOITADOR,2025,1,ESP,0
701000528,ALCOBARI,2017,3,ARG,3
224967000,COSTA DO CABO,2017,22,ESP,0
224967000,COSTA DO CABO,2018,19,ESP,0
224967000,COSTA DO CABO,2019,15,ESP,1
224967000,COSTA DO CABO,2020,25,ESP,0
224967000,COSTA DO CABO,2021,12,ESP,0
224967000,COSTA DO CABO,2022,3,ESP,0
701006502,NONOPASCUAL,2017,1,ARG,1
701006502,NONOPASCUAL,2019,12,ARG,12
701006502,NONOPASCUAL,2020,2,ARG,2
701006502,NONOPASCUAL,2021,6,ARG,6
701006502,NONOPASCUAL,2023,1,ARG,1
701006502,NONOPASCUAL,2026,2,ARG,2
441495000,108EUNHAE,2017,1,KOR,0
441495000,108EUNHAE,2018,5,KOR,0
441495000,108EUNHAE,2026,2,KOR,0
701000531,MARCALA 1,2017,1,ARG,1
701000531,MARCALA 1,2019,1,ARG,1
701006007,ARAUCANIA,2017,1,ARG,1
701006007,ARAUCANIA,2019,1,ARG,1
440818000,NO.77 OCEAN,2017,1,KOR,0
440818000,NO.77 OCEAN,2018,3,KOR,2
440818000,NO.77 OCEAN,2019,1,KOR,0
412329436,LURONGYUANYU978,2017,1,CHN,0
412329436,LURONGYUANYU978,2018,6,CHN,0
412329436,LURONGYUANYU978,2019,4,CHN,0
412329436,LURONGYUANYU978,2021,2,CHN,0
412329436,LURONGYUANYU978,2022,1,CHN,0
412329436,LURONGYUANYU978,2024,1,CHN,0
440108000,27HAEIN,2017,1,KOR,0
440108000,27HAEIN,2018,1,KOR,0
440108000,27HAEIN,2019,1,KOR,0
770576071,TORRES DEL PAINE,2017,1,URY,0
701006055,SIEMPRE STA ROSA,2017,1,ARG,1
412331079,LURONGYUANYU698,2017,1,CHN,0
412331079,LURONGYUANYU698,2018,1,CHN,0
412331079,LURONGYUANYU698,2020,4,CHN,0
412331079,LURONGYUANYU698,2021,1,CHN,0
412331079,LURONGYUANYU698,2022,1,CHN,0
412331079,LURONGYUANYU698,2023,1,CHN,0
701535000,GC-28 DERBES,2017,1,ARG,1
701535000,GC-28 DERBES,2018,3,ARG,3
701535000,GC-28 DERBES,2020,2,ARG,2
701535000,GC-28 DERBES,2021,2,ARG,2
701535000,GC-28 DERBES,2022,1,ARG,0
701535000,GC-28 DERBES,2023,1,ARG,1
701535000,GC-28 DERBES,2024,5,ARG,5
701535000,GC-28 DERBES,2025,4,ARG,4
440863000,SAE IN LEADER,2017,1,KOR,0
440863000,SAE IN LEADER,2018,2,KOR,0
440863000,SAE IN LEADER,2023,1,KOR,0
224547000,PISCATOR,2017,14,ESP,0
224547000,PISCATOR,2018,30,ESP,0
224547000,PISCATOR,2019,21,ESP,1
224547000,PISCATOR,2020,39,ESP,1
224547000,PISCATOR,2021,25,ESP,0
224547000,PISCATOR,2022,34,ESP,0
224547000,PISCATOR,2023,6,ESP,0
224547000,PISCATOR,2026,1,ESP,0
770576401,CANADIAN SPIRIT,2017,1,URY,0
770576401,CANADIAN SPIRIT,2019,1,URY,0
770576401,CANADIAN SPIRIT,2021,1,URY,0
770576401,CANADIAN SPIRIT,2022,4,URY,0
770576401,CANADIAN SPIRIT,2023,24,URY,0
701006063,SIRIUS,2017,1,ARG,1
441864000,SUNSTAR,2017,2,KOR,1
441864000,SUNSTAR,2018,4,KOR,0
441864000,SUNSTAR,2019,2,KOR,0
441864000,SUNSTAR,2020,1,KOR,0
441864000,SUNSTAR,2021,1,KOR,0
441864000,SUNSTAR,2022,1,KOR,0
441864000,SUNSTAR,2023,2,KOR,0
441864000,SUNSTAR,2024,4,KOR,0
701000927,PESCAPUERTA QUINTO,2017,1,ARG,1
701015000,RAFFAELA,2017,4,ARG,4
701015000,RAFFAELA,2018,1,ARG,1
701015000,RAFFAELA,2019,1,ARG,1
701015000,RAFFAELA,2025,2,ARG,2
701006084,BORRASCA,2017,1,ARG,1
701006084,BORRASCA,2018,2,ARG,2
701006084,BORRASCA,2021,1,ARG,1
441667000,MERIDIAN8,2017,2,KOR,0
441667000,MERIDIAN8,2018,3,KOR,0
441667000,MERIDIAN8,2023,3,KOR,0
441667000,MERIDIAN8,2024,1,KOR,0
701006236,ALVAREZ ENTRENA IV,2017,1,ARG,1
701006744,EMPESUR 7,2017,1,ARG,1
701000882,FELIX AUGUSTO,2017,1,ARG,1
701000558,MAGDALENA,2017,1,ARG,1
701000558,MAGDALENA,2022,1,ARG,1
440347000,GREEN STAR,2017,5,KOR,0
440347000,GREEN STAR,2020,1,KOR,0
440347000,GREEN STAR,2021,8,KOR,2
440347000,GREEN STAR,2022,2,KOR,0
440347000,GREEN STAR,2023,2,KOR,0
440347000,GREEN STAR,2024,1,KOR,0
440347000,GREEN STAR,2025,3,KOR,0
701000731,SAN CAYETANO I,2017,1,ARG,1
701000731,SAN CAYETANO I,2022,1,ARG,1
701000571,GOLFO SAN MATIAS,2017,1,ARG,1
701000571,GOLFO SAN MATIAS,2024,1,ARG,1
416043600,JIN YI SHIANG,2017,1,TWN,0
416043600,JIN YI SHIANG,2018,3,TWN,0
701038000,DON NICOLA,2017,3,ARG,3
701038000,DON NICOLA,2019,1,ARG,1
701038000,DON NICOLA,2020,2,ARG,2
701038000,DON NICOLA,2021,7,ARG,7
701038000,DON NICOLA,2022,11,ARG,11
701038000,DON NICOLA,2023,9,ARG,9
701038000,DON NICOLA,2024,19,ARG,19
701038000,DON NICOLA,2025,19,ARG,19
701038000,DON NICOLA,2026,4,ARG,4
701006445,API V,2017,1,ARG,1
701006445,API V,2018,2,ARG,2
440755000,701 HONG JIN,2017,1,KOR,0
440755000,701 HONG JIN,2018,1,KOR,0
440755000,701 HONG JIN,2019,31,KOR,0
440755000,701 HONG JIN,2020,2,KOR,0
440755000,701 HONG JIN,2023,2,KOR,0
440755000,701 HONG JIN,2024,1,KOR,0
701000607,ARBUMASA XIX,2017,1,ARG,1
701000607,ARBUMASA XIX,2018,2,ARG,2
701000607,ARBUMASA XIX,2026,1,ARG,1
701000651,ARBUMASA I,2017,2,ARG,2
701000708,ARBUMASA 15,2017,1,ARG,1
701000708,ARBUMASA 15,2018,2,ARG,2
701000626,ARBUMASA XVII,2017,1,ARG,1
701000626,ARBUMASA XVII,2018,2,ARG,2
701000626,ARBUMASA XVII,2024,1,ARG,1
701006034,ARBUMASA XVIII,2017,1,ARG,1
701006034,ARBUMASA XVIII,2026,1,ARG,1
701006168,PUENTE MAYOR,2017,2,ARG,2
701006168,PUENTE MAYOR,2018,1,ARG,1
701006168,PUENTE MAYOR,2021,2,ARG,2
701000736,MARIANELA,2017,2,ARG,2
701000736,MARIANELA,2019,1,ARG,1
701000736,MARIANELA,2025,3,ARG,3
701000736,MARIANELA,2026,1,ARG,1
272645000,KOREIZ,2017,1,UKR,0
701006066,MARGOT,2017,1,ARG,1
701006066,MARGOT,2022,1,ARG,1
701000732,NAVEGANTES,2017,1,ARG,1
701000732,NAVEGANTES,2019,3,ARG,3
701000732,NAVEGANTES,2020,1,ARG,1
701000732,NAVEGANTES,2021,5,ARG,5
701000732,NAVEGANTES,2022,1,ARG,1
701000732,NAVEGANTES,2023,2,ARG,2
770576122,PROMAR XXII,2017,1,URY,0
701030000,DON GAETANO,2017,1,ARG,1
701030000,DON GAETANO,2023,1,ARG,1
701030000,DON GAETANO,2025,2,ARG,2
701030000,DON GAETANO,2026,1,ARG,1
701000706,MADRE DIVINA,2017,4,ARG,4
701000706,MADRE DIVINA,2020,2,ARG,2
701000706,MADRE DIVINA,2023,1,ARG,1
701000706,MADRE DIVINA,2026,1,ARG,1
770576118,TACUAREMBO,2017,1,URY,1
770576117,FLORIDA,2017,1,URY,1
665111119,ARGOS FROYANES,2017,1,SHN,0
665111119,ARGOS FROYANES,2020,1,SHN,0
770576346,RIO SOLIS III,2017,1,URY,0
770576346,RIO SOLIS III,2018,5,URY,0
770576346,RIO SOLIS III,2019,1,URY,1
770576346,RIO SOLIS III,2020,16,URY,2
770576346,RIO SOLIS III,2021,14,URY,5
770576346,RIO SOLIS III,2022,11,URY,4
770576346,RIO SOLIS III,2023,3,URY,2
770576346,RIO SOLIS III,2024,3,URY,0
412555279,LURONGYUANYU279,2017,5,CHN,0
412555279,LURONGYUANYU279,2018,28,CHN,0
412555279,LURONGYUANYU279,2019,6,CHN,0
412555279,LURONGYUANYU279,2020,4,CHN,0
701000835,ALTALENA,2017,1,ARG,1
441360000,101 EUN HAE,2017,4,KOR,0
441360000,101 EUN HAE,2018,3,KOR,0
412420156,309YUAN YU 882=?A1=?,2017,1,CHN,0
701000793,MELLINO I,2017,1,ARG,1
412420461,ZHE PU YUAN 68,2017,1,CHN,1
412420461,ZHE PU YUAN 68,2018,9,CHN,0
412420461,ZHE PU YUAN 68,2019,39,CHN,0
412420461,ZHE PU YUAN 68,2020,25,CHN,0
412420461,ZHE PU YUAN 68,2021,6,CHN,0
412420461,ZHE PU YUAN 68,2022,5,CHN,0
412331017,LU RONG YUAN YU 828,2017,2,CHN,0
412331017,LU RONG YUAN YU 828,2021,1,CHN,0
412331017,LU RONG YUAN YU 828,2024,5,CHN,0
412421059,NING TAI 76,2017,3,CHN,0
412421059,NING TAI 76,2018,14,CHN,0
412421059,NING TAI 76,2019,11,CHN,0
412421059,NING TAI 76,2020,6,CHN,0
412421059,NING TAI 76,2021,21,CHN,0
412421059,NING TAI 76,2022,6,CHN,0
412421059,NING TAI 76,2023,1,CHN,0
412421059,NING TAI 76,2024,1,CHN,0
412421059,NING TAI 76,2025,1,CHN,1
412439575,HAIZHIXING801,2017,1,CHN,0
412439575,HAIZHIXING801,2018,19,CHN,0
412439575,HAIZHIXING801,2019,13,CHN,0
412439575,HAIZHIXING801,2020,21,CHN,0
800032001,,2017,1,UNKNOWN,0
800032001,,2018,12,UNKNOWN,1
800032001,,2019,4,UNKNOWN,0
412420384,MING XIANG 803,2017,3,CHN,0
412420384,MING XIANG 803,2018,14,CHN,0
412420384,MING XIANG 803,2019,5,CHN,0
412420384,MING XIANG 803,2020,1,CHN,0
412420384,MING XIANG 803,2021,1,CHN,0
412424491,JIA DE 17,2017,1,CHN,0
412424491,JIA DE 17,2018,22,CHN,0
412424491,JIA DE 17,2019,1,CHN,0
412424491,JIA DE 17,2021,1,CHN,0
770576238,AINOHA,2017,1,URY,1
770576238,AINOHA,2018,1,URY,0
770576238,AINOHA,2022,1,URY,1
770576238,AINOHA,2023,1,URY,0
412420576,JIADE16,2017,1,CHN,1
412420576,JIADE16,2018,2,CHN,0
412420576,JIADE16,2019,7,CHN,0
412331127,LU RONG YUAN YU 729,2017,1,CHN,0
412331127,LU RONG YUAN YU 729,2018,6,CHN,0
412331127,LU RONG YUAN YU 729,2019,1,CHN,0
412331018,LU RONG YUAN YU 829,2017,1,CHN,0
412331018,LU RONG YUAN YU 829,2018,1,CHN,0
412331018,LU RONG YUAN YU 829,2022,4,CHN,0
412331018,LU RONG YUAN YU 829,2023,1,CHN,0
412331018,LU RONG YUAN YU 829,2026,1,CHN,0
800366789,,2017,1,UNKNOWN,0
200014517,SEA 5,2017,1,UNKNOWN,0
412420532,JINGHAIYANG2,2017,2,CHN,0
412420532,JINGHAIYANG2,2018,5,CHN,1
412420532,JINGHAIYANG2,2019,5,CHN,0
412420532,JINGHAIYANG2,2020,6,CHN,0
412420531,JINHAIYANG1,2017,1,CHN,0
412420531,JINHAIYANG1,2018,3,CHN,1
412420531,JINHAIYANG1,2019,4,CHN,0
412420531,JINHAIYANG1,2021,2,CHN,0
412331148,LU PENG YUAN YU 089,2017,1,CHN,0
412331148,LU PENG YUAN YU 089,2018,12,CHN,0
412331148,LU PENG YUAN YU 089,2019,1,CHN,0
412330931,LU PENG YUAN YU 097,2017,1,CHN,0
412330931,LU PENG YUAN YU 097,2018,2,CHN,0
412330931,LU PENG YUAN YU 097,2019,3,CHN,0
412330931,LU PENG YUAN YU 097,2021,5,CHN,0
412330931,LU PENG YUAN YU 097,2025,5,CHN,0
412330931,LU PENG YUAN YU 097,2026,11,CHN,0
412331038,LU PENG YUAN YU 019,2017,1,CHN,0
412331038,LU PENG YUAN YU 019,2018,1,CHN,0
412331038,LU PENG YUAN YU 019,2021,3,CHN,0
412331038,LU PENG YUAN YU 019,2024,2,CHN,0
412331038,LU PENG YUAN YU 019,2025,1,CHN,0
412331038,LU PENG YUAN YU 019,2026,21,CHN,0
412333345,LURONGYUANYU709,2017,1,CHN,0
412333345,LURONGYUANYU709,2018,23,CHN,0
412333345,LURONGYUANYU709,2019,5,CHN,0
412333345,LURONGYUANYU709,2020,23,CHN,0
412333345,LURONGYUANYU709,2021,11,CHN,0
412333345,LURONGYUANYU709,2022,3,CHN,0
412333345,LURONGYUANYU709,2023,22,CHN,0
412333345,LURONGYUANYU709,2026,2,CHN,0
412420001,XIN JI LI 5,2017,1,CHN,0
412420001,XIN JI LI 5,2018,7,CHN,0
412420001,XIN JI LI 5,2019,3,CHN,0
412420001,XIN JI LI 5,2021,1,CHN,0
412420001,XIN JI LI 5,2022,1,CHN,0
412420001,XIN JI LI 5,2023,3,CHN,0
412420001,XIN JI LI 5,2024,1,CHN,0
412420001,XIN JI LI 5,2026,1,CHN,0
412331139,LU WEI YUAN YU 979,2017,1,CHN,0
412330029,JING YUAN 608,2017,1,CHN,0
412330029,JING YUAN 608,2018,1,CHN,0
412330029,JING YUAN 608,2021,1,CHN,0
412420561,HAN YI 8,2018,1,CHN,1
200006639,,2018,1,UNKNOWN,0
412424374,ZHE PU YUAN 98,2018,3,CHN,0
412331182,LURONGYUANYU393,2018,4,CHN,0
412331182,LURONGYUANYU393,2019,1,CHN,0
412331182,LURONGYUANYU393,2020,1,CHN,0
412331182,LURONGYUANYU393,2021,1,CHN,0
412331182,LURONGYUANYU393,2022,3,CHN,0
412331182,LURONGYUANYU393,2023,5,CHN,0
412331182,LURONGYUANYU393,2024,1,CHN,1
412331175,LU RONG YUAN YU 881,2018,1,CHN,0
412331175,LU RONG YUAN YU 881,2019,1,CHN,1
412331175,LU RONG YUAN YU 881,2021,1,CHN,0
412420788,MINGXIANG816,2018,1,CHN,0
412329793,LU QING YUAN YU 211,2018,1,CHN,0
412329793,LU QING YUAN YU 211,2019,1,CHN,0
440815000,NO.7 DAE YANG,2018,1,KOR,0
440815000,NO.7 DAE YANG,2020,5,KOR,0
440815000,NO.7 DAE YANG,2023,1,KOR,0
412339632,JING YUAN 616,2018,2,CHN,0
412420417,ZHOUHONGYUAN1,2018,17,CHN,0
412420417,ZHOUHONGYUAN1,2019,14,CHN,0
412420417,ZHOUHONGYUAN1,2022,1,CHN,0
412420417,ZHOUHONGYUAN1,2024,1,CHN,0
412420687,HUA LI 18,2018,6,CHN,0
412420687,HUA LI 18,2019,7,CHN,0
412420687,HUA LI 18,2020,1,CHN,0
412420687,HUA LI 18,2025,1,CHN,0
412331062,YUAN SHENG 6,2018,8,CHN,0
412331062,YUAN SHENG 6,2019,1,CHN,0
412331062,YUAN SHENG 6,2020,4,CHN,0
412331062,YUAN SHENG 6,2021,2,CHN,0
412331062,YUAN SHENG 6,2022,9,CHN,0
412331062,YUAN SHENG 6,2023,3,CHN,0
412331062,YUAN SHENG 6,2024,2,CHN,0
412331062,YUAN SHENG 6,2025,5,CHN,0
412331062,YUAN SHENG 6,2026,5,CHN,0
412420956,NINGTAI56,2018,1,CHN,0
412331002,LUJIAONANYUANYU 178,2018,9,CHN,0
412329439,LURONGYUANYU987,2018,6,CHN,0
412329439,LURONGYUANYU987,2021,2,CHN,0
412329439,LURONGYUANYU987,2022,3,CHN,0
412329439,LURONGYUANYU987,2024,7,CHN,0
412329439,LURONGYUANYU987,2025,3,CHN,0
412421057,HUALI28,2018,22,CHN,0
412421057,HUALI28,2019,19,CHN,0
412421057,HUALI28,2020,16,CHN,0
412421057,HUALI28,2024,1,CHN,1
412421057,HUALI28,2026,1,CHN,0
412209146,GUO JI 908,2018,12,CHN,0
412209146,GUO JI 908,2020,13,CHN,0
412209146,GUO JI 908,2026,3,CHN,0
412331041,LU PENG YUAN YU 029,2018,2,CHN,0
412331041,LU PENG YUAN YU 029,2019,1,CHN,0
412331041,LU PENG YUAN YU 029,2021,3,CHN,0
412331041,LU PENG YUAN YU 029,2023,3,CHN,0
412331041,LU PENG YUAN YU 029,2024,3,CHN,0
412331041,LU PENG YUAN YU 029,2025,14,CHN,0
412331041,LU PENG YUAN YU 029,2026,23,CHN,0
412420008,JIN HAI 701,2018,5,CHN,0
412420008,JIN HAI 701,2019,2,CHN,0
412420008,JIN HAI 701,2022,1,CHN,1
412420575,JIADE15,2018,14,CHN,0
412420575,JIADE15,2019,2,CHN,0
412420575,JIADE15,2021,1,CHN,1
412420575,JIADE15,2025,1,CHN,0
710023232,CRISTO REI C,2018,1,BRA,0
412354091,SU YUAN YU 8,2018,1,CHN,0
585856888,LU RONG YUAN YU  882,2018,2,UNKNOWN,0
701006605,CAPESANTE,2018,2,ARG,2
701006605,CAPESANTE,2019,2,ARG,2
701006605,CAPESANTE,2020,2,ARG,2
701006605,CAPESANTE,2022,2,ARG,2
701006605,CAPESANTE,2023,9,ARG,9
701006605,CAPESANTE,2024,2,ARG,2
701006605,CAPESANTE,2025,8,ARG,8
701006605,CAPESANTE,2026,5,ARG,5
412677320,JING YUAN 601,2018,1,CHN,0
412677320,JING YUAN 601,2020,3,CHN,0
412677320,JING YUAN 601,2021,2,CHN,0
412677320,JING YUAN 601,2023,11,CHN,1
412677320,JING YUAN 601,2024,17,CHN,0
412677320,JING YUAN 601,2025,9,CHN,0
412677320,JING YUAN 601,2026,9,CHN,0
412329442,LURONGYUANYU989,2018,8,CHN,0
412329442,LURONGYUANYU989,2020,19,CHN,0
412329442,LURONGYUANYU989,2023,1,CHN,0
710542016,GUNNAR VINGREN,2018,1,BRA,0
200010821,SEA 7,2018,1,UNKNOWN,0
200010821,SEA 7,2019,1,UNKNOWN,0
412331168,LU RONG YUAN YU 838,2018,3,CHN,0
412331168,LU RONG YUAN YU 838,2019,4,CHN,0
200050570,SHENG RONG 8,2018,2,UNKNOWN,0
200050570,SHENG RONG 8,2019,8,UNKNOWN,0
412401580,MING DA,2018,3,CHN,0
412401580,MING DA,2020,1,CHN,0
412420659,SHUN HANG 6,2018,1,CHN,0
412329696,LU RONG YUAN YU 898,2018,2,CHN,0
412329696,LU RONG YUAN YU 898,2021,9,CHN,0
412329696,LU RONG YUAN YU 898,2022,8,CHN,0
412329696,LU RONG YUAN YU 898,2023,11,CHN,0
412329696,LU RONG YUAN YU 898,2024,3,CHN,0
412331059,LU PENG YUAN YU 078,2018,3,CHN,1
412331059,LU PENG YUAN YU 078,2019,1,CHN,0
412331059,LU PENG YUAN YU 078,2021,4,CHN,0
412331059,LU PENG YUAN YU 078,2023,1,CHN,0
412331059,LU PENG YUAN YU 078,2025,1,CHN,0
412420432,HAN YI 7,2018,12,CHN,0
412420432,HAN YI 7,2019,15,CHN,0
412430920,FENG CHENG 101,2018,4,CHN,0
412329534,,2018,1,CHN,0
701000829,RIGEL,2018,7,ARG,4
412420938,SHUN HANG 7,2018,10,CHN,0
412420938,SHUN HANG 7,2019,7,CHN,0
412420938,SHUN HANG 7,2021,2,CHN,0
412420938,SHUN HANG 7,2025,1,CHN,0
412420938,SHUN HANG 7,2026,2,CHN,0
740402000,MONTEFERRO,2018,1,FLK,0
412421072,WAN XIN 7,2018,22,CHN,0
412421072,WAN XIN 7,2022,2,CHN,0
412420646,TIAN YUE 1,2018,5,CHN,0
412420646,TIAN YUE 1,2022,1,CHN,0
412420646,TIAN YUE 1,2023,1,CHN,0
412439587,OU YA 8,2018,2,CHN,0
412439587,OU YA 8,2021,3,CHN,0
412439587,OU YA 8,2022,2,CHN,0
412439587,OU YA 8,2023,3,CHN,0
412439587,OU YA 8,2024,1,CHN,0
412439587,OU YA 8,2025,1,CHN,0
412421356,JINHAI616,2018,4,CHN,0
416416416,SI-30A,2018,2,TWN,0
200008102,SEA 8,2018,3,UNKNOWN,0
412329288,6,2018,1,CHN,0
416137600,CHIN LIN,2018,1,TWN,0
701006068,MAR DEL CHUBUT,2018,1,ARG,1
701006068,MAR DEL CHUBUT,2022,1,ARG,1
701006068,MAR DEL CHUBUT,2024,2,ARG,2
416248800,CHANG CHUN 101,2018,8,TWN,0
416248800,CHANG CHUN 101,2019,2,TWN,0
416580000,,2018,4,TWN,0
701031000,ANABELLA M,2018,3,ARG,3
900028873,ZHOUYU6,2018,2,UNKNOWN,0
900028873,ZHOUYU6,2019,1,UNKNOWN,0
412326884,ZHENFA7,2018,5,CHN,0
412326884,ZHENFA7,2023,1,CHN,0
412326884,ZHENFA7,2024,3,CHN,0
412326884,ZHENFA7,2025,5,CHN,0
412326884,ZHENFA7,2026,7,CHN,0
416253500,WIN FAR SHENG NO.3,2018,7,TWN,0
416253500,WIN FAR SHENG NO.3,2019,1,TWN,0
412333275,LU RONG YUAN YU 539,2018,11,CHN,0
412333275,LU RONG YUAN YU 539,2019,6,CHN,0
412333275,LU RONG YUAN YU 539,2020,27,CHN,0
412333275,LU RONG YUAN YU 539,2021,1,CHN,0
440811000,SAEIN NO.1,2018,2,KOR,0
440811000,SAEIN NO.1,2019,1,KOR,1
412331008,LUYANYUANYU 011,2018,2,CHN,1
416004729,AN FONG NO 158,2018,3,TWN,0
416004729,AN FONG NO 158,2024,1,TWN,0
701000577,MISS TIDE,2018,2,ARG,2
701000577,MISS TIDE,2021,1,ARG,1
701000577,MISS TIDE,2022,1,ARG,1
701000577,MISS TIDE,2024,1,ARG,1
701000577,MISS TIDE,2025,4,ARG,4
412333739,LURONGYUANYU775,2018,17,CHN,0
412333739,LURONGYUANYU775,2019,3,CHN,0
412333739,LURONGYUANYU775,2022,1,CHN,0
412333739,LURONGYUANYU775,2023,3,CHN,0
412421047,DONG ZHOU 21,2018,7,CHN,0
412421047,DONG ZHOU 21,2019,1,CHN,0
412421047,DONG ZHOU 21,2020,22,CHN,0
412421047,DONG ZHOU 21,2023,1,CHN,0
412421047,DONG ZHOU 21,2024,2,CHN,0
412421047,DONG ZHOU 21,2026,1,CHN,0
412333273,LU RONG YUAN YU 522,2018,1,CHN,0
412333274,LU RONG YUAN YU 538,2018,10,CHN,0
412333274,LU RONG YUAN YU 538,2019,11,CHN,0
412333274,LU RONG YUAN YU 538,2020,18,CHN,0
412333274,LU RONG YUAN YU 538,2021,12,CHN,0
412331039,LUPENG YUAN YU 028,2018,5,CHN,0
412331039,LUPENG YUAN YU 028,2019,8,CHN,0
412331039,LUPENG YUAN YU 028,2023,1,CHN,0
412300376,TIAN XIANG 58,2018,9,CHN,0
412300376,TIAN XIANG 58,2019,2,CHN,1
412300376,TIAN XIANG 58,2025,1,CHN,0
200014551,,2018,1,UNKNOWN,0
200014551,,2020,1,UNKNOWN,0
200014551,,2022,3,UNKNOWN,0
200014551,,2023,1,UNKNOWN,0
412320029,JING YUAN 608,2018,2,CHN,0
412320029,JING YUAN 608,2024,1,CHN,0
412320029,JING YUAN 608,2026,2,CHN,0
412439579,LUWEIYUANYU919,2018,8,CHN,0
412439602,OUYA1,2018,4,CHN,0
412439602,OUYA1,2021,1,CHN,0
412439602,OUYA1,2025,3,CHN,0
412331688,L   ENG  UA  YU,2018,1,CHN,0
412420315,JIA DE 6,2018,19,CHN,0
412420315,JIA DE 6,2019,11,CHN,0
412420315,JIA DE 6,2020,24,CHN,0
412420315,JIA DE 6,2021,9,CHN,0
412420315,JIA DE 6,2025,1,CHN,0
410500000,COSECHA,2018,1,BTN,0
412331689,LU PENG YUAN YU 089,2018,1,CHN,0
412420909,SHUNHANG8,2018,1,CHN,0
412420909,SHUNHANG8,2019,1,CHN,0
412329635,LU PENG YUAN YU 018,2018,22,CHN,0
412329635,LU PENG YUAN YU 018,2019,2,CHN,0
412329635,LU PENG YUAN YU 018,2023,5,CHN,0
412329635,LU PENG YUAN YU 018,2025,2,CHN,0
412329635,LU PENG YUAN YU 018,2026,4,CHN,0
900000000,LU QING YUAN YU 210,2018,1,UNKNOWN,0
900000000,LU QING YUAN YU 210,2019,66,UNKNOWN,0
900000000,LU QING YUAN YU 210,2020,13,UNKNOWN,0
900000000,LU QING YUAN YU 210,2024,1,UNKNOWN,0
412333272,LU RONG YUAN YU 525,2018,15,CHN,0
412329634,LU PENG YUANYU017,2018,4,CHN,0
412329634,LU PENG YUANYU017,2019,6,CHN,0
412329634,LU PENG YUANYU017,2023,2,CHN,0
412329634,LU PENG YUANYU017,2025,1,CHN,0
412329634,LU PENG YUANYU017,2026,4,CHN,0
412206008,LIAO YU 5,2018,17,CHN,0
412206008,LIAO YU 5,2019,3,CHN,0
412329697,LURONGYUANYU579,2018,2,CHN,0
412329697,LURONGYUANYU579,2020,13,CHN,0
416046500,TAN YAN-11,2018,10,TWN,0
416201700,SHUENN CHING NO.1,2018,2,TWN,0
416201700,SHUENN CHING NO.1,2019,1,TWN,0
440995000,NO.707 AMOR,2018,4,KOR,0
440995000,NO.707 AMOR,2020,1,KOR,0
416251800,ZIDAHONG,2018,4,TWN,0
412420652,RUN DA 677,2018,5,CHN,1
204820000,SANTA ISABEL,2018,8,PRT,0
412329655,LU HUANG YUAN YU 105,2018,10,CHN,0
412329655,LU HUANG YUAN YU 105,2019,15,CHN,0
416252900,WIN FAR YU NO.2,2018,3,TWN,0
412422122,DONG ZHOU 22,2018,2,CHN,0
412422122,DONG ZHOU 22,2019,12,CHN,0
412422122,DONG ZHOU 22,2021,1,CHN,0
412422122,DONG ZHOU 22,2024,1,CHN,0
770576050,MAXAL II,2018,2,URY,0
770576050,MAXAL II,2019,1,URY,0
440179000,601 DAGAH,2018,10,KOR,1
412420947,SHUN HANG 17,2018,13,CHN,0
412420947,SHUN HANG 17,2019,1,CHN,0
412420947,SHUN HANG 17,2020,1,CHN,0
412420947,SHUN HANG 17,2021,1,CHN,0
412420947,SHUN HANG 17,2023,1,CHN,0
412420947,SHUN HANG 17,2025,1,CHN,0
416251900,SHIN TORNG SHING,2018,2,TWN,0
416251900,SHIN TORNG SHING,2020,2,TWN,0
416251900,SHIN TORNG SHING,2021,2,TWN,0
416251900,SHIN TORNG SHING,2023,7,TWN,0
